district;neighborhood;condition;type;rooms;area_m2;floor;prices;lift;views
Sant Martí;el Camp de l'Arpa del Clot;new;Flat;2;52; floor 1;295000;Yes;exterior
Les Corts;les Corts;new;Flat;2;72; floor 1;495000;Yes;interior
Les Corts;les Corts;new;Duplex;3;125;ground floor;795000;Yes;interior
Eixample;la Nova Esquerra de l'Eixample;new;Flat;2;129;ground floor;758000;Yes;exterior
Les Corts;les Corts;new;Flat;4;127; floor 1;977500;Yes;exterior
Les Corts;les Corts;new;Flat;2;81;ground floor;634500;Yes;exterior
Ciutat Vella;Sant Pere - Santa Caterina i la Ribera;new;Flat;1;47;ground floor;200000;Yes;exterior
Ciutat Vella;Sant Pere - Santa Caterina i la Ribera;new;Flat;1;72;ground floor;300000;Yes;exterior
Sant Martí;el Parc i la Llacuna del Poblenou;new;Flat;1;81;ground floor;445500;Yes;exterior
Horta-Guinardó;el Guinardó;new;Flat;2;58; floor 1;224000;Yes;exterior
Les Corts;les Corts;new;Flat;4;143; floor 3;995000;Yes;exterior
Eixample;la Nova Esquerra de l'Eixample;needs refurb;Flat;4;92; floor 3;460000;Yes;exterior
Horta-Guinardó;la Font d'en Fargues;needs refurb;Terraced;6;174;Multiple;299000;No;exterior
Eixample;la Dreta de l'Eixample;needs refurb;Flat;5;183; floor 3;725000;Yes;exterior
Eixample;la Dreta de l'Eixample;needs refurb;Flat;6;183; floor 3;725000;Yes;exterior
Sant Martí;el Camp de l'Arpa del Clot;needs refurb;Flat;3;99; floor 4;340000;Yes;exterior
Eixample;la Dreta de l'Eixample;needs refurb;Flat;4;196; floor 1;595000;Yes;exterior
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;needs refurb;Flat;5;210; floor 1;749000;Yes;exterior
Les Corts;les Corts;needs refurb;Flat;4;113; floor 3;475000;Yes;exterior
Eixample;la Dreta de l'Eixample;needs refurb;Flat;5;192; floor 1;990000;Yes;exterior
Eixample;la Dreta de l'Eixample;needs refurb;Penthouse;4;190; floor 7;1175000;Yes;exterior
Eixample;l'Antiga Esquerra de l'Eixample;needs refurb;Flat;3;85;mezzanine;265000;Yes;interior
Eixample;la Nova Esquerra de l'Eixample;needs refurb;Flat;3;92; floor 5;395000;Yes;exterior
Ciutat Vella;el Barri Gòtic;needs refurb;Flat;5;175; floor 1;680000;Yes;exterior
Sarrià-Sant Gervasi;Sarrià;needs refurb;Flat;5;143; floor 1;638000;Yes;exterior
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;needs refurb;Flat;4;139; floor 4;695000;Yes;exterior
Eixample;la Dreta de l'Eixample;needs refurb;Flat;4;110; floor 1;550000;No;exterior
Sants-Montjuïc;Sants;needs refurb;Flat;4;72; floor 1;229000;No;exterior
Nou Barris;Porta;needs refurb;Flat;3;71; floor 4;230000;Yes;exterior
Eixample;Sant Antoni;needs refurb;Flat;3;79; floor 5;345000;Yes;exterior
Eixample;la Sagrada Família;needs refurb;Flat;3;110;mezzanine;525000;Yes;exterior
Eixample;la Sagrada Família;needs refurb;Penthouse;2;83; floor 3;390000;Yes;exterior
Ciutat Vella;Sant Pere - Santa Caterina i la Ribera;needs refurb;Flat;4;100; floor 3;350000;Yes;interior
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;needs refurb;Penthouse;4;202; floor 8;950000;Yes;exterior
Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;needs refurb;Flat;5;247; floor 2;1250000;Yes;exterior
Eixample;l'Antiga Esquerra de l'Eixample;needs refurb;Flat;4;170; floor 3;730000;Yes;exterior
Les Corts;Pedralbes;needs refurb;Flat;3;62; floor 6;385000;Yes;exterior
Les Corts;Pedralbes;needs refurb;Flat;3;73; floor 8;430000;Yes;exterior
Eixample;la Dreta de l'Eixample;needs refurb;Flat;5;200; floor 4;1200000;Yes;exterior
Eixample;el Fort Pienc;needs refurb;Flat;6;145; floor 4;530000;Yes;exterior
Les Corts;la Maternitat i Sant Ramon;needs refurb;Flat;4;80; floor 5;340000;Yes;exterior
Les Corts;Pedralbes;needs refurb;Flat;5;297; floor 2;1550000;Yes;exterior
Sarrià-Sant Gervasi;Sarrià;needs refurb;House;4;262;Multiple;1350000;No;exterior
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;needs refurb;Flat;3;124; floor 4;759000;Yes;exterior
Horta-Guinardó;Horta;needs refurb;Detached;5;161;Multiple;490000;No;exterior
Sant Martí;el Clot;needs refurb;Flat;3;77; floor 4;255000;Yes;exterior
Gràcia;la Vila de Gràcia;needs refurb;Flat;2;74; floor 1;325000;No;exterior
Sant Martí;el Poblenou;needs refurb;Detached;4;150;Multiple;360000;No;exterior
Eixample;la Dreta de l'Eixample;needs refurb;Flat;7;212; floor 2;1650000;Yes;exterior
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;needs refurb;Flat;5;285; floor 2;1780000;Yes;exterior
Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;needs refurb;Flat;5;200; floor 6;895000;Yes;exterior
Les Corts;Pedralbes;needs refurb;House;6;800;Multiple;6500000;No;exterior
Les Corts;Pedralbes;needs refurb;House;10;790;Multiple;4600000;No;exterior
Ciutat Vella;Sant Pere - Santa Caterina i la Ribera;needs refurb;Flat;5;140; floor 8;670000;Yes;exterior
Eixample;la Dreta de l'Eixample;needs refurb;Flat;6;155; floor 5;755000;Yes;exterior
Horta-Guinardó;el Guinardó;needs refurb;Flat;3;81; floor 3;192000;No;exterior
Sant Martí;Provençals del Poblenou;needs refurb;Flat;4;79; floor 4;195000;Yes;exterior
Sarrià-Sant Gervasi;les Tres Torres;needs refurb;Duplex;7;435; floor 4;1850000;Yes;exterior
Horta-Guinardó;la Font d'en Fargues;needs refurb;Terraced;1;47;Multiple;185000;No;exterior
Sarrià-Sant Gervasi;el Putxet i el Farró;needs refurb;Flat;3;143; floor 4;730000;Yes;exterior
Gràcia;la Vila de Gràcia;needs refurb;Flat;3;72; floor 4;240000;No;exterior
Eixample;l'Antiga Esquerra de l'Eixample;needs refurb;Flat;3;97; floor 3;350000;Yes;exterior
Gràcia;Vallcarca i els Penitents;needs refurb;Detached;7;391;Multiple;1050000;No;exterior
Sant Andreu;Sant Andreu;needs refurb;Flat;3;64; floor 3;186000;Yes;exterior
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;needs refurb;Flat;3;142; floor 5;800000;Yes;exterior
Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;needs refurb;Flat;3;118; floor 3;670000;Yes;exterior
Gràcia;la Vila de Gràcia;needs refurb;Flat;3;91; floor 5;389000;Yes;exterior
Gràcia;el Camp d'en Grassot i Gràcia Nova;needs refurb;Penthouse;3;83; floor 4;420000;Yes;exterior
Horta-Guinardó;Horta;needs refurb;Flat;5;192; floor 1;450000;Yes;exterior
Les Corts;Pedralbes;needs refurb;Duplex;5;279; floor 2;1550000;Yes;exterior
Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;needs refurb;Penthouse;2;200; floor 7;1780000;Yes;exterior
Gràcia;la Vila de Gràcia;needs refurb;Flat;4;72; floor 2;225000;No;exterior
Sants-Montjuïc;Sants - Badal;needs refurb;Flat;3;61; floor 4;175000;Yes;exterior
Les Corts;Pedralbes;needs refurb;House;5;660;Multiple;6900000;No;exterior
Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;needs refurb;House;7;730;Multiple;4500000;No;exterior
Sarrià-Sant Gervasi;Sarrià;needs refurb;House;6;512;Multiple;3900000;No;exterior
Sarrià-Sant Gervasi;Vallvidrera - el Tibidabo i les Planes;needs refurb;House;5;358;Multiple;1880000;No;exterior
Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;needs refurb;Flat;3;62; floor 1;190000;Yes;exterior
Nou Barris;Porta;needs refurb;Flat;3;65; floor 1;145000;Yes;interior
Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;needs refurb;Flat;5;240; floor 3;1625000;Yes;exterior
Les Corts;Pedralbes;needs refurb;Flat;6;360; floor 4;1800000;Yes;exterior
Ciutat Vella;el Barri Gòtic;needs refurb;Flat;4;114; floor 2;340000;Yes;exterior
Gràcia;el Camp d'en Grassot i Gràcia Nova;needs refurb;Flat;2;63; floor 2;265000;Yes;exterior
Eixample;la Sagrada Família;needs refurb;Flat;4;77; floor 6;255000;Yes;exterior
Eixample;la Nova Esquerra de l'Eixample;needs refurb;Flat;4;97; floor 5;445000;Yes;exterior
Les Corts;Pedralbes;needs refurb;Penthouse;7;331; floor 5;2500000;Yes;exterior
Gràcia;el Coll;needs refurb;Flat;3;68;ground floor;149000;Yes;exterior
Ciutat Vella;el Barri Gòtic;needs refurb;Flat;4;113; floor 3;450000;Yes;exterior
Eixample;la Sagrada Família;needs refurb;Flat;4;70; floor 6;255000;Yes;exterior
Sant Andreu;Navas;needs refurb;Flat;4;95; floor 7;295000;Yes;exterior
Eixample;l'Antiga Esquerra de l'Eixample;needs refurb;Flat;3;96; floor 1;570000;Yes;exterior
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;needs refurb;Flat;3;98; floor 4;410000;Yes;exterior
Sants-Montjuïc;Hostafrancs;needs refurb;Flat;2;70;ground floor;162000;Yes;exterior
Eixample;la Dreta de l'Eixample;needs refurb;Flat;8;630; floor 1;2520000;Yes;exterior
Eixample;la Nova Esquerra de l'Eixample;needs refurb;Flat;3;90; floor 1;340000;Yes;exterior
Gràcia;la Salut;needs refurb;Flat;4;89; floor 8;315000;Yes;exterior
Gràcia;la Vila de Gràcia;needs refurb;Flat;3;83;mezzanine;335000;Yes;exterior
Eixample;la Dreta de l'Eixample;needs refurb;Flat;3;150; floor 3;1495000;Yes;exterior
Gràcia;la Vila de Gràcia;needs refurb;Flat;1;54; floor 1;280000;Yes;exterior
Les Corts;Pedralbes;needs refurb;Duplex;8;447; floor 5;2500000;Yes;exterior
Horta-Guinardó;el Guinardó;needs refurb;Flat;4;89; floor 1;259500;Yes;exterior
Sant Martí;el Poblenou;needs refurb;Duplex;3;185;ground floor;475000;No;exterior
Sant Martí;el Besòs i el Maresme;needs refurb;Flat;3;72; floor 10;150000;Yes;exterior
Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;needs refurb;Flat;3;68; floor 3;152000;No;exterior
Ciutat Vella;el Raval;needs refurb;Flat;2;42; floor 2;118000;No;exterior
Sarrià-Sant Gervasi;les Tres Torres;needs refurb;Flat;5;215; floor 2;930000;Yes;exterior
Eixample;l'Antiga Esquerra de l'Eixample;needs refurb;Flat;4;159; floor 4;800000;Yes;exterior
Sants-Montjuïc;Sants;needs refurb;Flat;3;93; floor 3;300000;Yes;exterior
Eixample;el Fort Pienc;needs refurb;Flat;4;98; floor 3;430000;Yes;exterior
Eixample;la Nova Esquerra de l'Eixample;needs refurb;Flat;4;99; floor 4;359300;Yes;exterior
Eixample;la Nova Esquerra de l'Eixample;needs refurb;Flat;3;87; floor 1;360000;Yes;exterior
Ciutat Vella;el Raval;needs refurb;Flat;5;110; floor 4;358000;Yes;exterior
Eixample;la Dreta de l'Eixample;needs refurb;Flat;4;100;mezzanine;430000;Yes;exterior
Eixample;Sant Antoni;needs refurb;Flat;3;95; floor 6;360000;Yes;exterior
Eixample;la Dreta de l'Eixample;needs refurb;Flat;4;102; floor 4;490000;Yes;exterior
Ciutat Vella;el Raval;needs refurb;Flat;3;62; floor 2;205000;Yes;exterior
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;needs refurb;Flat;2;65; floor 2;380000;Yes;exterior
Sarrià-Sant Gervasi;el Putxet i el Farró;needs refurb;Penthouse;3;114; floor 8;500000;Yes;exterior
Les Corts;Pedralbes;needs refurb;Flat;5;202; floor 3;1200000;Yes;exterior
Sant Martí;Sant Martí de Provençals;needs refurb;Flat;3;76; floor 5;169900;Yes;exterior
Sant Andreu;la Sagrera;needs refurb;Flat;3;70; floor 4;215000;Yes;exterior
Sants-Montjuïc;Hostafrancs;needs refurb;Flat;2;73; floor 4;189000;Yes;exterior
Sant Martí;Sant Martí de Provençals;needs refurb;Flat;4;100; floor 2;259000;Yes;exterior
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;needs refurb;Penthouse;6;406; floor 5;2400000;Yes;exterior
Eixample;la Dreta de l'Eixample;needs refurb;Flat;3;119; floor 2;710000;Yes;exterior
Sant Martí;la Verneda i la Pau;needs refurb;Flat;3;70; floor 5;169000;Yes;exterior
Sant Andreu;Sant Andreu;needs refurb;Flat;3;71; floor 1;165000;No;exterior
Sant Andreu;la Sagrera;needs refurb;Flat;3;65; floor 1;205000;Yes;exterior
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;needs refurb;Penthouse;3;211; floor 9;890000;Yes;exterior
Eixample;Sant Antoni;needs refurb;Flat;3;124; floor 2;455000;Yes;exterior
Eixample;Sant Antoni;needs refurb;Flat;3;78; floor 5;340000;Yes;exterior
Eixample;Sant Antoni;needs refurb;Flat;4;124; floor 1;450000;Yes;exterior
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;needs refurb;Flat;3;110; floor 3;395000;Yes;exterior
Eixample;la Nova Esquerra de l'Eixample;needs refurb;Flat;3;87; floor 4;385000;Yes;exterior
Gràcia;Vallcarca i els Penitents;needs refurb;Detached;7;420;Multiple;1050000;No;exterior
Sant Andreu;el Congrés i els Indians;needs refurb;Flat;3;65; floor 4;179000;Yes;exterior
Sant Martí;el Clot;needs refurb;Flat;4;78; floor 7;325000;Yes;exterior
Eixample;la Dreta de l'Eixample;needs refurb;Flat;5;283; floor 2;1050000;Yes;exterior
Eixample;l'Antiga Esquerra de l'Eixample;needs refurb;Flat;5;150; floor 4;850000;Yes;exterior
Eixample;la Dreta de l'Eixample;needs refurb;Flat;4;250; floor 3;2750000;Yes;exterior
Eixample;Sant Antoni;needs refurb;Flat;6;185; floor 1;780000;Yes;exterior
Eixample;la Dreta de l'Eixample;needs refurb;Flat;5;173;mezzanine;595000;Yes;exterior
Sarrià-Sant Gervasi;el Putxet i el Farró;needs refurb;Flat;5;123; floor 1;450000;Yes;exterior
Les Corts;Pedralbes;needs refurb;Flat;5;165; floor 1;830000;Yes;exterior
Eixample;la Nova Esquerra de l'Eixample;needs refurb;Flat;3;74; floor 1;275000;Yes;exterior
Eixample;la Nova Esquerra de l'Eixample;needs refurb;Flat;4;158; floor 4;555000;Yes;exterior
Eixample;la Nova Esquerra de l'Eixample;needs refurb;Flat;3;152; floor 4;550000;Yes;exterior
Gràcia;la Vila de Gràcia;needs refurb;Flat;2;70; floor 4;289000;No;exterior
Eixample;l'Antiga Esquerra de l'Eixample;needs refurb;Flat;5;158; floor 1;550000;Yes;exterior
Eixample;l'Antiga Esquerra de l'Eixample;needs refurb;Flat;4;140; floor 3;582000;Yes;exterior
Eixample;Sant Antoni;needs refurb;Flat;2;77; floor 4;199000;No;exterior
Les Corts;Pedralbes;needs refurb;Flat;5;280; floor 6;2500000;Yes;exterior
Eixample;el Fort Pienc;needs refurb;Flat;4;60; floor 1;210000;Yes;interior
Sarrià-Sant Gervasi;el Putxet i el Farró;needs refurb;Flat;4;97; floor 2;425000;Yes;exterior
Sant Martí;la Verneda i la Pau;needs refurb;Flat;4;76; floor 1;183000;Yes;exterior
Gràcia;el Camp d'en Grassot i Gràcia Nova;needs refurb;Flat;4;117; floor 3;495000;No;exterior
Eixample;la Sagrada Família;needs refurb;Flat;4;75; floor 4;295000;Yes;exterior
Sant Andreu;Sant Andreu;needs refurb;Flat;3;69; floor 2;195000;Yes;exterior
Eixample;la Dreta de l'Eixample;needs refurb;Flat;3;107; floor 5;399000;Yes;exterior
Sants-Montjuïc;Sants;needs refurb;Flat;4;86; floor 1;320000;Yes;exterior
Sants-Montjuïc;Sants;needs refurb;Flat;2;58; floor 2;195000;No;exterior
Ciutat Vella;el Raval;needs refurb;Flat;2;76; floor 5;270000;Yes;exterior
Les Corts;Pedralbes;needs refurb;Flat;6;439; floor 6;3950000;Yes;exterior
Les Corts;Pedralbes;needs refurb;Flat;7;484; floor 5;2500000;Yes;exterior
Eixample;la Nova Esquerra de l'Eixample;needs refurb;Flat;4;124; floor 3;540000;Yes;exterior
Sants-Montjuïc;Sants - Badal;needs refurb;Flat;3;70; floor 2;175000;No;exterior
Eixample;la Sagrada Família;needs refurb;Flat;3;80; floor 5;349000;Yes;exterior
Eixample;la Nova Esquerra de l'Eixample;needs refurb;Flat;3;77; floor 1;295000;Yes;exterior
Eixample;la Sagrada Família;needs refurb;Flat;3;123; floor 4;595000;Yes;exterior
Sant Andreu;el Congrés i els Indians;needs refurb;Flat;3;65; floor 4;179900;Yes;exterior
Les Corts;Pedralbes;needs refurb;Flat;3;69; floor 6;425000;Yes;exterior
Eixample;la Dreta de l'Eixample;needs refurb;Flat;4;112;mezzanine;540000;Yes;exterior
Ciutat Vella;el Barri Gòtic;needs refurb;Flat;4;80; floor 2;219000;No;interior
Eixample;la Dreta de l'Eixample;needs refurb;Flat;4;152; floor 3;660000;Yes;exterior
Eixample;la Dreta de l'Eixample;needs refurb;Flat;1;42; floor 4;260000;Yes;exterior
Eixample;la Dreta de l'Eixample;needs refurb;Flat;3;89; floor 4;400000;Yes;exterior
Eixample;la Dreta de l'Eixample;needs refurb;Flat;3;140; floor 1;620000;Yes;exterior
Eixample;la Dreta de l'Eixample;needs refurb;Flat;4;140; floor 1;620000;Yes;exterior
Gràcia;Vallcarca i els Penitents;needs refurb;Flat;1;62;ground floor;215000;No;exterior
Sarrià-Sant Gervasi;les Tres Torres;needs refurb;Flat;5;306; floor 2;1750000;Yes;exterior
Eixample;la Nova Esquerra de l'Eixample;needs refurb;Flat;2;52; floor 1;290000;No;exterior
Eixample;l'Antiga Esquerra de l'Eixample;needs refurb;Flat;4;159; floor 2;670000;Yes;exterior
Les Corts;Pedralbes;needs refurb;Flat;4;170; floor 5;1250000;Yes;exterior
Eixample;l'Antiga Esquerra de l'Eixample;needs refurb;Flat;3;78; floor 1;315000;Yes;exterior
Eixample;la Sagrada Família;needs refurb;Flat;2;79; floor 1;299000;Yes;exterior
Sarrià-Sant Gervasi;Sarrià;needs refurb;Flat;5;121; floor 5;495000;Yes;exterior
Ciutat Vella;el Raval;needs refurb;Flat;1;30; floor 1;100000;No;exterior
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;needs refurb;Flat;1;68; floor 1;285000;No;exterior
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;needs refurb;Flat;4;135; floor 6;695000;Yes;exterior
Eixample;l'Antiga Esquerra de l'Eixample;needs refurb;Flat;3;81; floor 6;440000;Yes;exterior
Sarrià-Sant Gervasi;Sarrià;needs refurb;Detached;3;376;Multiple;1150000;No;exterior
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;needs refurb;Flat;4;115; floor 2;445000;Yes;exterior
Sant Andreu;el Congrés i els Indians;needs refurb;Flat;3;65; floor 4;179000;Yes;exterior
Sarrià-Sant Gervasi;les Tres Torres;needs refurb;Penthouse;7;475; floor 4;1850000;Yes;exterior
Ciutat Vella;el Raval;needs refurb;Flat;3;81; floor 3;260000;Yes;exterior
Sarrià-Sant Gervasi;les Tres Torres;needs refurb;Flat;5;305; floor 1;1750000;Yes;exterior
Eixample;la Nova Esquerra de l'Eixample;needs refurb;Flat;2;175; floor 1;1700000;Yes;exterior
Les Corts;les Corts;needs refurb;Flat;5;170; floor 1;670000;Yes;exterior
Sant Martí;el Camp de l'Arpa del Clot;needs refurb;Flat;2;63;ground floor;199000;Yes;exterior
Nou Barris;Verdun;needs refurb;Flat;4;130;ground floor;130000;No;interior
Eixample;el Fort Pienc;needs refurb;Flat;3;83; floor 5;259900;Yes;exterior
Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;needs refurb;Flat;4;100; floor 3;385000;Yes;exterior
Gràcia;el Camp d'en Grassot i Gràcia Nova;needs refurb;Flat;3;74; floor 1;269000;Yes;exterior
Sarrià-Sant Gervasi;el Putxet i el Farró;needs refurb;Penthouse;1;33; floor 4;190000;No;exterior
Sant Martí;Provençals del Poblenou;needs refurb;Flat;3;68; floor 6;190000;Yes;exterior
Les Corts;les Corts;needs refurb;Flat;2;88; floor 3;360000;Yes;exterior
Les Corts;la Maternitat i Sant Ramon;needs refurb;Flat;4;108; floor 3;430000;Yes;exterior
Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;needs refurb;Penthouse;2;90; floor 7;299000;Yes;exterior
Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;needs refurb;Flat;4;142; floor 2;840000;Yes;exterior
Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;needs refurb;Flat;3;90; floor 3;288000;Yes;exterior
Eixample;la Dreta de l'Eixample;needs refurb;Flat;5;118; floor 4;475000;Yes;exterior
Sant Martí;el Camp de l'Arpa del Clot;needs refurb;Flat;2;70;ground floor;199000;Yes;exterior
Eixample;l'Antiga Esquerra de l'Eixample;needs refurb;Penthouse;1;30; floor 4;158000;No;exterior
Ciutat Vella;Sant Pere - Santa Caterina i la Ribera;needs refurb;Flat;2;119; floor 3;375000;Yes;exterior
Sarrià-Sant Gervasi;el Putxet i el Farró;needs refurb;Flat;5;150;mezzanine;410000;Yes;exterior
Horta-Guinardó;el Baix Guinardó;needs refurb;Flat;5;124; floor 3;375000;Yes;exterior
Sarrià-Sant Gervasi;Sarrià;needs refurb;Flat;4;101; floor 2;475000;Yes;exterior
Horta-Guinardó;el Guinardó;needs refurb;Flat;4;104; floor 1;285000;Yes;exterior
Gràcia;el Camp d'en Grassot i Gràcia Nova;needs refurb;Duplex;3;87; floor 4;420000;Yes;exterior
Les Corts;Pedralbes;needs refurb;Flat;2;62; floor 3;400000;Yes;exterior
Sarrià-Sant Gervasi;el Putxet i el Farró;needs refurb;Flat;4;144; floor 4;520000;Yes;exterior
Eixample;la Dreta de l'Eixample;needs refurb;Flat;5;159; floor 2;680000;Yes;exterior
Sarrià-Sant Gervasi;Vallvidrera - el Tibidabo i les Planes;needs refurb;Detached;3;67;Multiple;345000;No;exterior
Ciutat Vella;la Barceloneta;needs refurb;Flat;3;95;ground floor;235000;Yes;exterior
Gràcia;la Vila de Gràcia;needs refurb;Flat;3;65; floor 1;220000;No;exterior
Eixample;la Nova Esquerra de l'Eixample;needs refurb;Flat;5;250; floor 1;790000;Yes;interior
Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;needs refurb;Flat;3;71; floor 3;230000;Yes;exterior
Sant Martí;la Verneda i la Pau;needs refurb;Flat;3;85; floor 3;189000;Yes;exterior
Sant Martí;Sant Martí de Provençals;needs refurb;Flat;4;76; floor 1;183000;Yes;exterior
Eixample;Sant Antoni;needs refurb;Penthouse;3;106; floor 8;550000;Yes;exterior
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;needs refurb;Flat;5;180; floor 2;700000;Yes;interior
Eixample;la Dreta de l'Eixample;needs refurb;Flat;7;305; floor 3;1050000;Yes;exterior
Eixample;la Nova Esquerra de l'Eixample;needs refurb;Flat;3;70; floor 3;265000;Yes;interior
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;needs refurb;Flat;5;224; floor 4;890000;Yes;exterior
Les Corts;Pedralbes;needs refurb;Flat;5;140; floor 1;1220000;Yes;exterior
Sarrià-Sant Gervasi;Vallvidrera - el Tibidabo i les Planes;needs refurb;House;9;490;Multiple;3600000;No;exterior
Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;needs refurb;Flat;5;173; floor 4;795000;Yes;exterior
Ciutat Vella;el Raval;needs refurb;Flat;2;76; floor 5;265000;Yes;exterior
Horta-Guinardó;el Baix Guinardó;needs refurb;Flat;3;61; floor 3;247000;Yes;interior
Gràcia;la Vila de Gràcia;needs refurb;Flat;4;142; floor 1;495000;Yes;exterior
Eixample;la Dreta de l'Eixample;needs refurb;Flat;5;183; floor 4;699000;Yes;exterior
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;needs refurb;Flat;6;510; floor 5;2028400;Yes;exterior
Nou Barris;Verdun;needs refurb;Flat;2;40; floor 4;105000;No;exterior
Eixample;l'Antiga Esquerra de l'Eixample;needs refurb;Flat;4;125; floor 3;689000;Yes;exterior
Eixample;la Dreta de l'Eixample;needs refurb;Flat;1;88;mezzanine;780000;Yes;exterior
Nou Barris;Vilapicina i la Torre Llobeta;needs refurb;Flat;3;65; floor 4;189000;Yes;exterior
Eixample;el Fort Pienc;needs refurb;Flat;3;83; floor 5;249000;Yes;exterior
Eixample;la Dreta de l'Eixample;needs refurb;Flat;5;132; floor 1;499000;Yes;exterior
Sant Martí;el Camp de l'Arpa del Clot;needs refurb;Flat;3;79; floor 3;310000;Yes;exterior
