district;neighborhood;rooms;area_m2;lift;prices;compra;eurometro
Eixample;l'Antiga Esquerra de l'Eixample;4;157;1;545000;1;3471
Eixample;la Nova Esquerra de l'Eixample;3;108;1;375000;1;3472
Sants-Montjuïc;la Marina de Port;3;84;1;291700;1;3472
Gràcia;el Camp d'en Grassot i Gràcia Nova;4;118;1;410000;1;3474
Sants-Montjuïc;la Marina de Port;3;86;1;299000;1;3476
Gràcia;la Vila de Gràcia;3;69;1;240000;1;3478
Gràcia;la Vila de Gràcia;3;69;1;240000;1;3478
Nou Barris;Vilapicina i la Torre Llobeta;3;77;1;268000;1;3480
Eixample;l'Antiga Esquerra de l'Eixample;5;158;1;550000;1;3481
Eixample;l'Antiga Esquerra de l'Eixample;2;56;0;195000;0;3482
Eixample;la Nova Esquerra de l'Eixample;3;112;1;390000;1;3482
Gràcia;la Vila de Gràcia;4;142;1;495000;1;3485
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;3;109;1;380000;1;3486
Ciutat Vella;el Raval;2;76;1;265000;1;3486
Sants-Montjuïc;Sants;4;86;1;300000;1;3488
Gràcia;el Camp d'en Grassot i Gràcia Nova;3;86;1;300000;1;3488
Horta-Guinardó;Horta;3;53;1;185000;1;3490
Eixample;la Nova Esquerra de l'Eixample;5;106;1;370000;1;3490
Gràcia;el Camp d'en Grassot i Gràcia Nova;4;136;1;475000;1;3492
Gràcia;el Camp d'en Grassot i Gràcia Nova;4;136;1;475000;1;3492
Gràcia;el Camp d'en Grassot i Gràcia Nova;3;97;1;339000;1;3494
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;4;113;1;395000;1;3495
Sant Martí;el Camp de l'Arpa del Clot;2;50;0;175000;0;3500
Eixample;el Fort Pienc;4;60;1;210000;1;3500
Eixample;el Fort Pienc;4;60;1;210000;1;3500
Eixample;el Fort Pienc;4;60;1;210000;1;3500
Sants-Montjuïc;la Marina de Port;2;70;1;245000;1;3500
Sants-Montjuïc;Hostafrancs;4;80;1;280000;1;3500
Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;3;90;1;315000;0;3500
Eixample;la Nova Esquerra de l'Eixample;4;100;1;350000;0;3500
Ciutat Vella;Sant Pere - Santa Caterina i la Ribera;4;100;1;350000;0;3500
Horta-Guinardó;Can Baró;2;105;1;367500;0;3500
Eixample;la Dreta de l'Eixample;5;160;1;560000;0;3500
Ciutat Vella;el Barri Gòtic;4;137;1;480000;0;3503
Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;3;117;1;410000;0;3504
Eixample;la Dreta de l'Eixample;4;117;1;410000;0;3504
Sants-Montjuïc;la Bordeta;4;97;1;340000;0;3505
Sant Martí;el Camp de l'Arpa del Clot;4;85;1;298000;0;3505
Eixample;la Dreta de l'Eixample;2;86;1;302000;0;3511
Eixample;Sant Antoni;2;84;0;295000;0;3511
Eixample;la Nova Esquerra de l'Eixample;4;158;1;555000;0;3512
Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;3;74;1;260000;0;3513
Les Corts;les Corts;2;159;1;560000;0;3522
Sant Andreu;Navas;4;87;1;307000;0;3528
Les Corts;la Maternitat i Sant Ramon;3;79;1;279000;0;3531
Eixample;la Nova Esquerra de l'Eixample;3;75;1;265000;0;3533
Eixample;el Fort Pienc;7;150;1;530000;0;3533
Eixample;l'Antiga Esquerra de l'Eixample;2;58;1;205000;0;3534
Eixample;Sant Antoni;4;140;1;495000;0;3535
Ciutat Vella;el Raval;4;84;1;297069;0;3536
Sant Andreu;Sant Andreu;4;147;1;520000;0;3537
Sant Andreu;Navas;4;93;1;329000;0;3537
Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;7;650;0;2300000;0;3538
Gràcia;la Salut;4;89;1;315000;0;3539
Horta-Guinardó;el Guinardó;3;76;1;269000;0;3539
Sants-Montjuïc;Hostafrancs;3;76;1;269000;0;3539
Les Corts;la Maternitat i Sant Ramon;4;72;1;255000;0;3541
Ciutat Vella;el Barri Gòtic;3;79;0;280000;0;3544
Ciutat Vella;el Barri Gòtic;2;158;0;560000;0;3544
Ciutat Vella;el Raval;3;110;1;390000;0;3545
Sant Andreu;el Congrés i els Indians;3;62;1;220000;0;3548
Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;4;93;1;330000;0;3548
Eixample;la Nova Esquerra de l'Eixample;7;155;1;550000;0;3548
Eixample;la Nova Esquerra de l'Eixample;6;200;1;710000;0;3550
Ciutat Vella;el Barri Gòtic;6;549;1;1950000;0;3551
Ciutat Vella;el Raval;2;76;1;270000;0;3552
Sant Martí;Provençals del Poblenou;3;56;0;199000;0;3553
Eixample;l'Antiga Esquerra de l'Eixample;3;225;1;800000;0;3555
Eixample;Sant Antoni;3;70;1;249000;0;3557
Eixample;Sant Antoni;4;84;1;299000;0;3559
Ciutat Vella;Sant Pere - Santa Caterina i la Ribera;4;84;0;299000;0;3559
Eixample;la Sagrada Família;4;84;1;299000;0;3559
Sant Martí;Provençals del Poblenou;3;84;1;299000;0;3559
Ciutat Vella;el Raval;2;50;1;178000;0;3560
Sarrià-Sant Gervasi;el Putxet i el Farró;5;139;1;495000;0;3561
Les Corts;les Corts;4;146;1;520000;0;3561
Eixample;la Sagrada Família;3;96;1;342000;0;3562
Eixample;l'Antiga Esquerra de l'Eixample;4;224;1;798000;0;3562
Sants-Montjuïc;la Marina de Port;2;68;1;242400;0;3564
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;5;210;1;749000;0;3566
Eixample;la Sagrada Família;4;123;1;439000;0;3569
Ciutat Vella;el Raval;2;56;0;200000;0;3571
Eixample;la Sagrada Família;3;70;1;250000;0;3571
Sant Martí;el Poblenou;2;105;1;375000;0;3571
Horta-Guinardó;la Font d'en Fargues;3;116;1;415000;0;3577
Horta-Guinardó;el Baix Guinardó;4;95;1;340000;0;3578
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;2;95;1;340000;0;3578
Ciutat Vella;el Raval;5;100;1;358000;0;3580
Sant Andreu;Navas;3;67;1;240000;0;3582
Eixample;el Fort Pienc;4;103;1;369000;0;3582
Sant Andreu;el Bon Pastor;3;130;1;466000;0;3584
Nou Barris;Vilapicina i la Torre Llobeta;3;87;1;312000;0;3586
Eixample;Sant Antoni;1;46;1;165000;0;3586
Les Corts;la Maternitat i Sant Ramon;5;234;0;840000;0;3589
Eixample;la Sagrada Família;2;110;0;395000;0;3590
Horta-Guinardó;el Guinardó;3;110;1;395000;0;3590
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;3;110;1;395000;0;3590
Gràcia;la Vila de Gràcia;2;71;1;255000;0;3591
Nou Barris;Porta;2;125;1;449000;0;3592
Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;4;114;1;410000;0;3596
Ciutat Vella;el Raval;2;45;0;162000;0;3600
Eixample;la Sagrada Família;5;150;1;540000;0;3600
Sarrià-Sant Gervasi;el Putxet i el Farró;4;118;1;425000;0;3601
Sants-Montjuïc;la Font de la Guatlla;4;93;1;335000;0;3602
Gràcia;la Vila de Gràcia;2;68;1;245000;0;3602
Les Corts;les Corts;3;86;1;310000;0;3604
Ciutat Vella;el Raval;2;79;1;285000;0;3607
Eixample;l'Antiga Esquerra de l'Eixample;3;97;1;350000;0;3608
Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;3;72;1;260000;0;3611
Eixample;el Fort Pienc;4;90;1;325000;0;3611
Eixample;l'Antiga Esquerra de l'Eixample;3;90;1;325000;0;3611
Sarrià-Sant Gervasi;el Putxet i el Farró;4;144;1;520000;0;3611
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;4;144;1;520000;0;3611
Sants-Montjuïc;la Marina de Port;1;50;1;180610;0;3612
Eixample;Sant Antoni;4;101;1;365000;0;3613
Sant Martí;el Clot;3;104;1;376000;0;3615
Horta-Guinardó;el Baix Guinardó;3;55;1;199000;0;3618
Eixample;la Nova Esquerra de l'Eixample;3;152;1;550000;0;3618
Sants-Montjuïc;Sants;2;87;1;315000;0;3620
Les Corts;la Maternitat i Sant Ramon;4;80;1;290000;0;3625
Sant Andreu;Navas;4;91;1;330000;0;3626
Gràcia;el Camp d'en Grassot i Gràcia Nova;4;137;1;497000;0;3627
Ciutat Vella;el Raval;6;175;1;635000;0;3628
Eixample;Sant Antoni;4;124;1;450000;0;3629
Sarrià-Sant Gervasi;Sarrià;4;124;1;450000;0;3629
Eixample;la Nova Esquerra de l'Eixample;4;99;1;359300;0;3629
Ciutat Vella;Sant Pere - Santa Caterina i la Ribera;3;95;0;345000;0;3631
Eixample;la Dreta de l'Eixample;5;150;1;545000;0;3633
Les Corts;la Maternitat i Sant Ramon;2;101;1;367000;0;3633
Gràcia;el Camp d'en Grassot i Gràcia Nova;3;74;1;269000;0;3635
Sant Martí;el Camp de l'Arpa del Clot;3;88;1;320000;0;3636
Eixample;la Nova Esquerra de l'Eixample;3;99;1;360000;0;3636
Horta-Guinardó;Can Baró;1;62;1;225500;0;3637
Sant Martí;el Camp de l'Arpa del Clot;3;103;1;375000;0;3640
Eixample;la Sagrada Família;4;70;1;255000;0;3642
Eixample;la Sagrada Família;4;70;1;255000;0;3642
Eixample;la Sagrada Família;3;70;1;255000;0;3642
Gràcia;el Camp d'en Grassot i Gràcia Nova;4;70;1;255000;0;3642
Sant Martí;el Poblenou;3;129;1;470000;0;3643
Ciutat Vella;Sant Pere - Santa Caterina i la Ribera;2;59;0;215000;0;3644
Sants-Montjuïc;la Marina de Port;5;295;0;1075000;0;3644
Horta-Guinardó;el Carmel;3;79;1;288000;0;3645
Eixample;la Nova Esquerra de l'Eixample;4;96;1;350000;0;3645
Eixample;Sant Antoni;5;181;1;660000;0;3646
Eixample;la Dreta de l'Eixample;3;133;1;485000;0;3646
Sants-Montjuïc;Sants;4;85;1;310000;0;3647
Sarrià-Sant Gervasi;el Putxet i el Farró;3;207;1;755000;0;3647
Sant Martí;el Camp de l'Arpa del Clot;3;63;1;230000;0;3650
Sant Martí;el Camp de l'Arpa del Clot;3;63;1;230000;0;3650
Sants-Montjuïc;Sants;4;78;0;285000;0;3653
Eixample;la Dreta de l'Eixample;8;260;1;950000;0;3653
Eixample;el Fort Pienc;6;145;1;530000;0;3655
Eixample;la Nova Esquerra de l'Eixample;3;90;1;329000;0;3655
Sant Martí;el Clot;4;93;1;340000;0;3655
Gràcia;el Camp d'en Grassot i Gràcia Nova;4;93;1;340000;0;3655
Horta-Guinardó;el Guinardó;3;67;1;245000;0;3656
Eixample;la Nova Esquerra de l'Eixample;4;134;1;490000;0;3656
Sant Andreu;la Sagrera;3;70;1;256000;0;3657
Eixample;la Sagrada Família;4;73;1;267000;0;3657
Ciutat Vella;el Raval;1;38;0;139000;0;3657
Sarrià-Sant Gervasi;el Putxet i el Farró;5;123;1;450000;0;3658
Sants-Montjuïc;Sants;3;68;1;249000;0;3661
Horta-Guinardó;el Guinardó;2;71;1;260000;0;3661
Sants-Montjuïc;Sants;3;60;1;220000;0;3666
Sants-Montjuïc;la Bordeta;3;60;1;220000;0;3666
Ciutat Vella;el Raval;2;60;1;220000;0;3666
Sant Martí;el Poblenou;3;90;1;330000;0;3666
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;3;150;1;550000;0;3666
Eixample;Sant Antoni;3;124;1;455000;0;3669
Sants-Montjuïc;la Marina de Port;2;61;1;224000;0;3672
Eixample;la Dreta de l'Eixample;3;113;1;415000;0;3672
Ciutat Vella;el Raval;1;49;0;180000;0;3673
Eixample;la Nova Esquerra de l'Eixample;4;98;1;360000;0;3673
Sarrià-Sant Gervasi;el Putxet i el Farró;3;95;1;349000;0;3673
Ciutat Vella;el Barri Gòtic;4;136;0;500000;0;3676
Horta-Guinardó;la Font d'en Fargues;3;121;1;445000;0;3677
Ciutat Vella;el Raval;3;50;0;184000;0;3680
Nou Barris;Vilapicina i la Torre Llobeta;3;75;1;276000;0;3680
Nou Barris;Vilapicina i la Torre Llobeta;3;125;1;460000;0;3680
Eixample;la Sagrada Família;3;125;1;460000;0;3680
Horta-Guinardó;la Font d'en Fargues;4;122;0;449000;0;3680
Gràcia;Vallcarca i els Penitents;3;72;1;265000;0;3680
Eixample;la Dreta de l'Eixample;5;129;1;475000;0;3682
Sants-Montjuïc;Sants;3;76;1;280000;0;3684
Ciutat Vella;Sant Pere - Santa Caterina i la Ribera;3;95;1;350000;0;3684
Ciutat Vella;la Barceloneta;1;35;0;129000;0;3685
Eixample;el Fort Pienc;3;70;1;258000;0;3685
Les Corts;les Corts;2;80;1;295000;0;3687
Eixample;la Nova Esquerra de l'Eixample;3;80;1;295000;0;3687
Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;4;80;1;295000;0;3687
Horta-Guinardó;el Baix Guinardó;3;122;1;450000;0;3688
Eixample;el Fort Pienc;3;100;1;369000;0;3690
Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;2;81;1;299000;0;3691
Eixample;la Nova Esquerra de l'Eixample;3;81;1;299000;0;3691
Eixample;l'Antiga Esquerra de l'Eixample;4;130;1;480000;0;3692
Eixample;la Sagrada Família;1;134;1;495000;0;3694
Sant Andreu;Sant Andreu;2;73;1;270000;0;3698
Ciutat Vella;el Raval;1;50;0;185000;0;3700
Ciutat Vella;el Raval;1;50;0;185000;0;3700
Eixample;la Sagrada Família;4;70;1;259000;0;3700
Sant Martí;el Besòs i el Maresme;3;97;1;359000;0;3701
Horta-Guinardó;el Carmel;3;87;1;322000;0;3701
Sants-Montjuïc;Sants;4;77;0;285000;0;3701
Eixample;la Nova Esquerra de l'Eixample;4;112;1;415000;0;3705
Ciutat Vella;Sant Pere - Santa Caterina i la Ribera;3;85;0;315000;0;3705
Sarrià-Sant Gervasi;el Putxet i el Farró;3;120;1;445000;0;3708
Eixample;la Sagrada Família;4;93;1;345000;0;3709
Eixample;la Dreta de l'Eixample;5;283;1;1050000;0;3710
Horta-Guinardó;la Font d'en Fargues;2;76;1;282000;0;3710
Horta-Guinardó;el Carmel;4;140;0;520000;0;3714
Eixample;la Nova Esquerra de l'Eixample;3;74;1;275000;0;3716
Horta-Guinardó;la Font d'en Fargues;5;160;0;595000;0;3718
Sants-Montjuïc;la Font de la Guatlla;4;75;1;279000;0;3720
Sant Martí;el Poblenou;3;75;0;279000;0;3720
Sants-Montjuïc;Sants;4;86;1;320000;0;3720
Sants-Montjuïc;Sants;4;86;1;320000;0;3720
Ciutat Vella;el Raval;2;61;0;227000;0;3721
Ciutat Vella;el Barri Gòtic;4;133;1;495000;0;3721
Sarrià-Sant Gervasi;el Putxet i el Farró;4;98;1;365000;0;3724
Ciutat Vella;el Raval;3;153;0;570000;0;3725
Sants-Montjuïc;Sants;3;107;1;399000;0;3728
Eixample;la Dreta de l'Eixample;3;107;1;399000;0;3728
Ciutat Vella;el Raval;3;63;1;235000;0;3730
Eixample;Sant Antoni;2;56;1;209000;0;3732
Eixample;la Nova Esquerra de l'Eixample;2;71;1;265000;0;3732
Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;3;71;1;265000;0;3732
Eixample;la Dreta de l'Eixample;10;262;1;978000;0;3732
Ciutat Vella;el Raval;2;75;1;280000;0;3733
Sant Andreu;la Sagrera;2;75;1;280000;0;3733
Les Corts;la Maternitat i Sant Ramon;3;79;1;295000;0;3734
Gràcia;el Coll;2;64;1;239000;0;3734
Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;3;91;1;340000;0;3736
Horta-Guinardó;la Vall d'Hebron;2;80;1;299000;0;3737
Ciutat Vella;Sant Pere - Santa Caterina i la Ribera;5;80;0;299000;0;3737
Ciutat Vella;el Raval;2;151;1;565000;0;3741
Ciutat Vella;el Raval;2;151;1;565000;0;3741
Eixample;la Dreta de l'Eixample;8;261;1;978000;0;3747
Ciutat Vella;la Barceloneta;1;36;0;135000;0;3750
Gràcia;el Camp d'en Grassot i Gràcia Nova;1;52;0;195000;0;3750
Sant Andreu;Sant Andreu;3;96;1;360000;0;3750
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;4;100;1;375000;0;3750
Sant Andreu;Sant Andreu;3;112;1;420000;0;3750
Horta-Guinardó;la Font d'en Fargues;3;116;1;435000;0;3750
Gràcia;el Camp d'en Grassot i Gràcia Nova;4;85;1;319000;0;3752
Horta-Guinardó;el Baix Guinardó;3;85;1;319000;0;3752
Sant Andreu;el Congrés i els Indians;3;69;0;259000;0;3753
Eixample;la Nova Esquerra de l'Eixample;4;113;1;425000;0;3761
Eixample;el Fort Pienc;3;67;1;252000;0;3761
Les Corts;la Maternitat i Sant Ramon;4;105;1;395000;0;3761
Eixample;l'Antiga Esquerra de l'Eixample;4;114;1;429000;0;3763
Gràcia;la Vila de Gràcia;4;93;1;350000;0;3763
Les Corts;les Corts;3;85;1;320000;0;3764
Gràcia;el Camp d'en Grassot i Gràcia Nova;4;85;1;320000;0;3764
Eixample;la Sagrada Família;3;385;0;1450000;0;3766
Ciutat Vella;el Raval;2;150;1;565000;0;3766
Gràcia;la Vila de Gràcia;2;65;1;245000;0;3769
Sant Andreu;Navas;3;74;1;279000;0;3770
Eixample;el Fort Pienc;3;118;1;445000;0;3771
Horta-Guinardó;la Font d'en Fargues;3;114;1;430000;0;3771
Sarrià-Sant Gervasi;el Putxet i el Farró;3;132;1;498000;0;3772
Horta-Guinardó;el Guinardó;2;75;1;283000;0;3773
Eixample;el Fort Pienc;2;106;1;400000;0;3773
Eixample;la Nova Esquerra de l'Eixample;3;90;1;340000;0;3777
Eixample;el Fort Pienc;5;185;1;699000;0;3778
Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;2;50;0;189000;0;3780
Eixample;la Dreta de l'Eixample;5;132;1;499000;0;3780
Eixample;la Nova Esquerra de l'Eixample;4;82;1;310000;0;3780
Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;3;74;1;279900;0;3782
Sarrià-Sant Gervasi;el Putxet i el Farró;4;152;1;575000;0;3782
Eixample;la Nova Esquerra de l'Eixample;4;97;1;367000;0;3783
Ciutat Vella;Sant Pere - Santa Caterina i la Ribera;5;185;0;700000;0;3783
Ciutat Vella;el Barri Gòtic;1;102;0;386000;0;3784
Eixample;la Sagrada Família;2;79;1;299000;0;3784
Eixample;la Nova Esquerra de l'Eixample;3;70;1;265000;0;3785
Eixample;la Nova Esquerra de l'Eixample;4;140;1;530000;0;3785
Eixample;l'Antiga Esquerra de l'Eixample;3;108;1;409000;0;3787
Eixample;l'Antiga Esquerra de l'Eixample;3;108;1;409000;0;3787
Gràcia;la Vila de Gràcia;2;99;1;375000;0;3787
Ciutat Vella;el Raval;5;132;1;500000;0;3787
Gràcia;la Vila de Gràcia;4;95;1;359900;0;3788
Eixample;Sant Antoni;3;95;1;360000;0;3789
Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;2;62;1;235000;0;3790
Horta-Guinardó;el Carmel;3;62;1;235000;0;3790
Ciutat Vella;el Raval;3;62;1;235000;0;3790
Eixample;el Fort Pienc;3;158;1;599000;0;3791
Eixample;la Nova Esquerra de l'Eixample;3;87;1;330000;0;3793
Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;3;83;1;315000;0;3795
Horta-Guinardó;Can Baró;1;62;1;235500;0;3798
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;5;169;1;642000;0;3798
Sant Martí;el Poblenou;2;65;1;247000;0;3800
Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;6;250;1;950000;0;3800
Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;6;250;1;950000;0;3800
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;4;111;1;422500;0;3806
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;4;111;1;422500;0;3806
Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;6;243;1;925000;0;3806
Sarrià-Sant Gervasi;el Putxet i el Farró;5;130;1;495000;0;3807
Ciutat Vella;Sant Pere - Santa Caterina i la Ribera;2;63;0;240000;0;3809
Eixample;la Sagrada Família;4;84;1;320000;0;3809
Eixample;el Fort Pienc;2;105;1;400000;0;3809
Sarrià-Sant Gervasi;el Putxet i el Farró;5;126;1;480000;0;3809
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;5;168;1;640000;0;3809
Eixample;el Fort Pienc;4;80;1;305000;0;3812
Sant Martí;el Poblenou;4;99;1;378000;0;3818
Sant Martí;el Besòs i el Maresme;3;94;1;359000;0;3819
Ciutat Vella;Sant Pere - Santa Caterina i la Ribera;1;72;0;275000;0;3819
Eixample;la Dreta de l'Eixample;5;183;1;699000;0;3819
Eixample;la Dreta de l'Eixample;5;183;1;699000;0;3819
Sant Martí;el Camp de l'Arpa del Clot;2;51;1;195000;0;3823
Ciutat Vella;el Barri Gòtic;4;204;1;780000;0;3823
Horta-Guinardó;el Carmel;3;81;1;310000;0;3827
Horta-Guinardó;Sant Genís dels Agudells;5;128;0;490000;0;3828
Gràcia;el Coll;1;35;1;134000;0;3828
Sant Martí;el Clot;1;70;1;268000;0;3828
Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;6;248;1;950000;0;3830
Sants-Montjuïc;Sants - Badal;4;77;1;295000;0;3831
Sant Martí;el Camp de l'Arpa del Clot;2;77;1;295000;0;3831
Eixample;la Nova Esquerra de l'Eixample;3;77;1;295000;0;3831
Sants-Montjuïc;Sants - Badal;4;77;1;295000;0;3831
Eixample;la Dreta de l'Eixample;4;154;1;590000;0;3831
Eixample;la Dreta de l'Eixample;5;154;1;590000;0;3831
Ciutat Vella;Sant Pere - Santa Caterina i la Ribera;1;30;0;115000;0;3833
Sant Martí;el Clot;4;90;1;345000;0;3833
Les Corts;les Corts;4;103;1;395000;0;3834
Eixample;la Nova Esquerra de l'Eixample;5;155;1;595000;0;3838
Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;3;95;1;365000;0;3842
Eixample;la Sagrada Família;3;121;1;465000;0;3842
Sarrià-Sant Gervasi;el Putxet i el Farró;4;121;1;465000;0;3842
Ciutat Vella;el Raval;1;52;1;200000;0;3846
Ciutat Vella;el Barri Gòtic;3;65;1;250000;0;3846
Les Corts;la Maternitat i Sant Ramon;3;100;1;385000;0;3850
Sants-Montjuïc;Hostafrancs;2;100;0;385000;0;3850
Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;4;100;1;385000;0;3850
Gràcia;la Vila de Gràcia;4;200;0;770000;0;3850
Gràcia;la Vila de Gràcia;5;96;0;370000;0;3854
Ciutat Vella;el Raval;3;83;1;320000;0;3855
Horta-Guinardó;el Carmel;2;56;1;216000;0;3857
Nou Barris;Can Peguera;4;70;1;270000;0;3857
Sant Martí;el Clot;3;70;1;270000;0;3857
Les Corts;la Maternitat i Sant Ramon;3;140;1;540000;0;3857
Sants-Montjuïc;Sants - Badal;3;120;1;463000;0;3858
Sants-Montjuïc;Sants - Badal;3;120;1;463000;0;3858
Eixample;la Nova Esquerra de l'Eixample;6;149;1;575000;0;3859
Eixample;la Sagrada Família;4;180;1;695000;0;3861
Horta-Guinardó;el Guinardó;2;58;1;224000;0;3862
Ciutat Vella;el Barri Gòtic;3;145;0;560000;0;3862
Sants-Montjuïc;Sants;2;95;0;367000;0;3863
Horta-Guinardó;el Guinardó;3;88;1;340000;0;3863
Eixample;Sant Antoni;4;97;1;375000;0;3865
Eixample;l'Antiga Esquerra de l'Eixample;5;160;1;619000;0;3868
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;4;115;1;445000;0;3869
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;5;230;1;890000;0;3869
Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;1;54;1;209000;0;3870
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;5;270;1;1045000;0;3870
Eixample;l'Antiga Esquerra de l'Eixample;1;85;1;329000;0;3870
Eixample;la Dreta de l'Eixample;2;103;1;399000;0;3873
Gràcia;la Salut;3;111;0;430000;0;3873
Sarrià-Sant Gervasi;les Tres Torres;4;555;1;2150000;0;3873
Horta-Guinardó;Can Baró;1;52;1;201500;0;3875
Sants-Montjuïc;Sants - Badal;3;72;1;279000;0;3875
Gràcia;Vallcarca i els Penitents;3;80;1;310000;0;3875
Sant Martí;el Parc i la Llacuna del Poblenou;3;73;1;283000;0;3876
Gràcia;el Camp d'en Grassot i Gràcia Nova;4;90;1;349000;0;3877
Eixample;la Nova Esquerra de l'Eixample;3;82;1;318000;0;3878
Horta-Guinardó;la Vall d'Hebron;3;58;1;225000;0;3879
Ciutat Vella;el Raval;4;116;1;450000;0;3879
Gràcia;el Camp d'en Grassot i Gràcia Nova;4;95;1;368600;0;3880
Gràcia;la Vila de Gràcia;3;76;1;295000;0;3881
Eixample;Sant Antoni;4;85;1;330000;0;3882
Sants-Montjuïc;Sants;4;85;1;330000;0;3882
Ciutat Vella;el Barri Gòtic;5;175;1;680000;0;3885
Les Corts;les Corts;3;72;1;280000;0;3888
Gràcia;el Camp d'en Grassot i Gràcia Nova;2;90;1;350000;0;3888
Eixample;l'Antiga Esquerra de l'Eixample;3;90;1;350000;0;3888
Eixample;Sant Antoni;4;90;1;350000;0;3888
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;5;180;1;700000;0;3888
Nou Barris;la Guineueta;4;91;1;353900;0;3889
Eixample;l'Antiga Esquerra de l'Eixample;4;140;1;545000;0;3892
Eixample;la Sagrada Família;3;122;1;475000;0;3893
Ciutat Vella;el Raval;2;95;1;370000;0;3894
Gràcia;la Vila de Gràcia;2;95;0;370000;0;3894
Sarrià-Sant Gervasi;les Tres Torres;7;475;1;1850000;0;3894
Sants-Montjuïc;la Font de la Guatlla;4;86;1;335000;0;3895
Sarrià-Sant Gervasi;Sarrià;5;331;1;1290000;0;3897
Ciutat Vella;el Raval;2;59;0;230000;0;3898
Sarrià-Sant Gervasi;el Putxet i el Farró;4;100;1;390000;0;3900
Sarrià-Sant Gervasi;Sarrià;5;150;1;585000;0;3900
Sant Martí;el Poblenou;3;92;1;359000;0;3902
Ciutat Vella;el Raval;2;96;0;375000;0;3906
Gràcia;el Camp d'en Grassot i Gràcia Nova;3;96;1;375000;0;3906
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;4;174;1;680000;0;3908
Sants-Montjuïc;Sants - Badal;1;33;1;129000;0;3909
Ciutat Vella;Sant Pere - Santa Caterina i la Ribera;2;55;0;215000;0;3909
Horta-Guinardó;Can Baró;3;110;0;430000;0;3909
Les Corts;les Corts;4;102;1;399000;0;3911
Horta-Guinardó;el Baix Guinardó;2;69;1;270000;0;3913
Sant Martí;el Poblenou;2;92;0;360000;0;3913
Eixample;la Sagrada Família;3;92;1;360000;0;3913
Horta-Guinardó;la Font d'en Fargues;3;115;1;450000;0;3913
Sarrià-Sant Gervasi;Vallvidrera - el Tibidabo i les Planes;3;83;1;325000;0;3915
Eixample;Sant Antoni;4;143;1;560000;0;3916
Ciutat Vella;el Raval;2;51;1;200000;0;3921
Gràcia;la Vila de Gràcia;3;65;0;255000;0;3923
Sant Martí;el Camp de l'Arpa del Clot;3;79;1;310000;0;3924
Eixample;la Dreta de l'Eixample;4;191;1;750000;0;3926
Sant Martí;el Poblenou;1;56;0;220000;0;3928
Horta-Guinardó;el Carmel;2;56;1;220000;0;3928
Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;2;70;1;275000;0;3928
Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;3;84;0;330000;0;3928
Eixample;la Sagrada Família;4;140;1;550000;0;3928
Les Corts;les Corts;4;170;1;668000;0;3929
Eixample;Sant Antoni;4;89;1;350000;0;3932
Eixample;la Sagrada Família;4;75;1;295000;0;3933
Les Corts;les Corts;3;75;1;295000;0;3933
Sants-Montjuïc;la Font de la Guatlla;3;106;1;417000;0;3933
